transaction_date,voucher_number,ref_number,narration,chart_of_acc_head,account_head_group,Debit,Credit,Voucher_Type,group_no,group_name,_clean_text
2022-08-02,CPV220800163,ND-0267,Fooding Advance to M/S. Vai Vai Enterprise for office building - 1 painting work.,Nandigram Plant Cash,Cash-in-Hand,0.0,6600.0000,Payment[Cash],4,group_4,nandigram plant cash
2022-08-02,CPV220800165,ND-0268,"Truck fare for carriage Maize, L/C No# 249022021506. ( 426010071679 ).",Carriage Inward-Import,Carriage Inword-Import,51060.0,0.0000,Payment[Cash],8,group_8,carriage inward-import
2022-08-02,CPV220800165,ND-0268,"Truck fare for carriage Maize, L/C No# 249022021506. ( 426010071679 ).",Nandigram Plant Cash,Cash-in-Hand,0.0,51060.0000,Payment[Cash],4,group_4,nandigram plant cash
2022-08-02,CPV220800166,ND-0269,"Truck fare for carriage Maize, L/C No# 141722020274.",Carriage Inward-Import,Carriage Inword-Import,48030.0,0.0000,Payment[Cash],8,group_8,carriage inward-import
2022-08-02,CPV220800166,ND-0269,"Truck fare for carriage Maize, L/C No# 141722020274.",Nandigram Plant Cash,Cash-in-Hand,0.0,48030.0000,Payment[Cash],4,group_4,nandigram plant cash
2022-08-03,CPV220800167,ND-0270,Paid to Mr. Soyeb Arifen Khan for Non return valve.,Adv to Soyeb Arifen Khan-NP,Advance to Employee of NP,7400.0,0.0000,Payment[Cash],9,group_9,adv to soyeb arifen khan-np
2022-08-03,CPV220800167,ND-0270,Paid to Mr. Soyeb Arifen Khan for Non return valve.,Nandigram Plant Cash,Cash-in-Hand,0.0,7400.0000,Payment[Cash],4,group_4,nandigram plant cash
2022-08-02,CPV220800199,BD-0303,"Truck fare for carrying Maize, L/C# 249022021506/426010071679.",Carriage Inward-Import,Carriage Inword-Import,107570.0,0.0000,Payment[Cash],8,group_8,carriage inward-import
2022-08-02,CPV220800199,BD-0303,"Truck fare for carrying Maize, L/C# 249022021506/426010071679.",Bogra Plant Cash,Cash-in-Hand,0.0,107570.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-03,CPV220800199,C-0461,"Paid to Mr. Giyash Uddin for take Legal Action Purpose.(Initially a Creminal Case Filing agt. Dishi Firm 00001,Khan Traders 0012,Oishe Enterprise 0001,Enaet Mollah Traders 00001,Billal Poultry,Nodi Mostsho Vander0001,A And Enterprise 0001)",Legal & Professional Fee,Administrative Expenses,35000.0,0.0000,Payment[Cash],25,group_25,legal & professional fee
2022-08-03,CPV220800199,C-0461,"Paid to Mr. Giyash Uddin for take Legal Action Purpose.(Initially a Creminal Case Filing agt. Dishi Firm 00001,Khan Traders 0012,Oishe Enterprise 0001,Enaet Mollah Traders 00001,Billal Poultry,Nodi Mostsho Vander0001,A And Enterprise 0001)",Head Office Cash,Cash-in-Hand,0.0,35000.0000,Payment[Cash],12,group_12,head office cash
2022-08-03,CPV220800200,BD-0310,Purchase of Pad plate.,Adv to Enamul Haque-BP,Advance to Employee of BP,64000.0,0.0000,Payment[Cash],20,group_20,adv to enamul haque-bp
2022-08-03,CPV220800200,BD-0310,Purchase of Pad plate.,Bogra Plant Cash,Cash-in-Hand,0.0,64000.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-03,CPV220800200,C-0460,Paid to MR. Robbin Miah Supporting Staff Head Office for M.D.Sir daraz bill,Current Account with IBS,"Current Account with Directors\', '345.0000",0.0,Payment[Cash],,26,group_26,current account with ibs
2022-08-03,CPV220800200,C-0460,Paid to MR. Robbin Miah Supporting Staff Head Office for M.D.Sir daraz bill,Head Office Cash,Cash-in-Hand,0.0,345.0000,Payment[Cash],12,group_12,head office cash
2022-08-03,CPV220800201,BD-0311,Purchase of MS Sheet.,Adv to Enamul Haque-BP,Advance to Employee of BP,12000.0,0.0000,Payment[Cash],20,group_20,adv to enamul haque-bp
2022-08-03,CPV220800201,BD-0311,Purchase of MS Sheet.,Bogra Plant Cash,Cash-in-Hand,0.0,12000.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-03,CPV220800201,C-0458,Paid to MR. Fakrul Islam Farm Worker at Hobigonj Broiler Shed Unit-2 Medical Financial Support Bill.,Health Policy Expense,Staff Welfare Expenses,6000.0,0.0000,Payment[Cash],15,group_15,health policy expense
2022-08-03,CPV220800201,C-0458,Paid to MR. Fakrul Islam Farm Worker at Hobigonj Broiler Shed Unit-2 Medical Financial Support Bill.,Head Office Cash,Cash-in-Hand,0.0,6000.0000,Payment[Cash],12,group_12,head office cash
2022-08-03,CPV220800202,BD-0312,Purchase of MS Plate.,Adv to Enamul Haque-BP,Advance to Employee of BP,31500.0,0.0000,Payment[Cash],20,group_20,adv to enamul haque-bp
2022-08-03,CPV220800202,BD-0312,Purchase of MS Plate.,Bogra Plant Cash,Cash-in-Hand,0.0,31500.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-03,CPV220800202,C-0457,Paid to Mr. Maruf Ex.Officer For Zakat Purpose.,Current Account with MKR,"Current Account with Directors\', '7150.0000",0.0,Payment[Cash],,29,group_29,current account with mkr
2022-08-03,CPV220800202,C-0457,Paid to Mr. Maruf Ex.Officer For Zakat Purpose.,Head Office Cash,Cash-in-Hand,0.0,7150.0000,Payment[Cash],12,group_12,head office cash
2022-08-03,CPV220800203,C-0462,Paid to MR. Alauddin Labor at Chaktai Depot for Medical Financial Support Bill.,Health Policy Expense,Staff Welfare Expenses,5045.0,0.0000,Payment[Cash],15,group_15,health policy expense
2022-08-03,CPV220800203,C-0462,Paid to MR. Alauddin Labor at Chaktai Depot for Medical Financial Support Bill.,Head Office Cash,Cash-in-Hand,0.0,5045.0000,Payment[Cash],12,group_12,head office cash
2022-08-03,CPV220800203,BD-0313,"Labour bill payment for New internal road, 8th plant silo, New RM Godown & 7th plant bagging pellet lifting & other maints work purpose.",CWIP Civil Work of 7 RM Silo:VC/2022/014,CWIP Seven RM Silo in SP:VC/2022/014,6300.0,0.0000,Payment[Cash],2,group_2,cwip civil work of rm silo vc/ /
2022-08-03,CPV220800203,BD-0313,"Labour bill payment for New internal road, 8th plant silo, New RM Godown & 7th plant bagging pellet lifting & other maints work purpose.",CWIP New Internal Road (Without Asphalt):DO/2022/002,BMRE of Shahjahanpur Factory:DO/2022/002,1300.0,0.0000,Payment[Cash],1,group_1,cwip new internal road do/ /
2022-08-03,CPV220800203,BD-0313,"Labour bill payment for New internal road, 8th plant silo, New RM Godown & 7th plant bagging pellet lifting & other maints work purpose.",Repairs & Maint-RM Godown & Sheds,Fac Repairs Maintenance,600.0,0.0000,Payment[Cash],27,group_27,repairs & maint-rm godown & sheds
2022-08-03,CPV220800203,BD-0313,"Labour bill payment for New internal road, 8th plant silo, New RM Godown & 7th plant bagging pellet lifting & other maints work purpose.",Repairs & Maint-Fac Building,Fac Repairs Maintenance,700.0,0.0000,Payment[Cash],3,group_3,repairs & maint-fac building
2022-08-03,CPV220800203,BD-0313,"Labour bill payment for New internal road, 8th plant silo, New RM Godown & 7th plant bagging pellet lifting & other maints work purpose.",Repairs & Maint-Others,Fac Repairs Maintenance,2100.0,0.0000,Payment[Cash],3,group_3,repairs & maint-others
2022-08-03,CPV220800203,BD-0313,"Labour bill payment for New internal road, 8th plant silo, New RM Godown & 7th plant bagging pellet lifting & other maints work purpose.",Bogra Plant Cash,Cash-in-Hand,0.0,11000.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-03,CPV220800204,C-0463,Paid to Mr. Mustafizur Rahman Ex.Officer RIC at RO.B\'baria for Medical Financial Support Bill,Health Policy Expense,Staff Welfare Expenses,10000.0,0.0000,Payment[Cash],15,group_15,health policy expense
2022-08-03,CPV220800204,C-0463,Paid to Mr. Mustafizur Rahman Ex.Officer RIC at RO.B\'baria for Medical Financial Support Bill,Head Office Cash,Cash-in-Hand,0.0,10000.0000,Payment[Cash],12,group_12,head office cash
2022-08-03,CPV220800204,BD-0314,Amount paid to ullahpara labour mess cook bill.,Other Cost for Local RM,Local Purchase,4200.0,0.0000,Payment[Cash],28,group_28,other cost for local rm
2022-08-03,CPV220800204,BD-0314,Amount paid to ullahpara labour mess cook bill.,Bogra Plant Cash,Cash-in-Hand,0.0,4200.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-03,CPV220800205,BD-0315,Amount paid to renewal of UP Trade license fee-2022-23.,Fac Registration & Renewal,Factory Overhead (Indirect),5750.0,0.0000,Payment[Cash],7,group_7,fac registration & renewal
2022-08-03,CPV220800205,BD-0315,Amount paid to renewal of UP Trade license fee-2022-23.,Bogra Plant Cash,Cash-in-Hand,0.0,5750.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-03,CPV220800205,C-0464,Paid to MR. Motilal Roy Gardener Head Office QFL For M.D. Sir Use Plant Purchase bill,Current Account with IBS,"Current Account with Directors\', '7500.0000",0.0,Payment[Cash],,26,group_26,current account with ibs
2022-08-03,CPV220800205,C-0464,Paid to MR. Motilal Roy Gardener Head Office QFL For M.D. Sir Use Plant Purchase bill,Head Office Cash,Cash-in-Hand,0.0,7500.0000,Payment[Cash],12,group_12,head office cash
2022-08-03,CPV220800206,BD-0316,Amount paid to maints of 3 wheeler.,Repairs & Maint-3 Wheeler,Fac Repairs Maintenance,900.0,0.0000,Payment[Cash],3,group_3,repairs & maint- wheeler
2022-08-03,CPV220800206,BD-0316,Amount paid to maints of 3 wheeler.,Bogra Plant Cash,Cash-in-Hand,0.0,900.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-03,CPV220800206,C-0465,Paid to MR. Kalam Sr.Deriver Head Office QFL For Driver Lunch bill 1 Person,Current Account with Safir Sir (Personal),Current Account with Safir Rahman,2500.0,0.0000,Payment[Cash],29,group_29,current account with safir sir
2022-08-03,CPV220800206,C-0465,Paid to MR. Kalam Sr.Deriver Head Office QFL For Driver Lunch bill 1 Person,Head Office Cash,Cash-in-Hand,0.0,2500.0000,Payment[Cash],12,group_12,head office cash
2022-08-03,CPV220800207,C-0466,Paid to MR. Moniruzzaman Sr.Officer Head Office QFL Admin Deptt. for Gree Brand Dehumidifier Purchase bill Model No: GD -24NL from Chowdhury Electronics.,Current Account with IBS,"Current Account with Directors\', '18850.0000",0.0,Payment[Cash],,26,group_26,current account with ibs
2022-08-03,CPV220800207,C-0466,Paid to MR. Moniruzzaman Sr.Officer Head Office QFL Admin Deptt. for Gree Brand Dehumidifier Purchase bill Model No: GD -24NL from Chowdhury Electronics.,Head Office Cash,Cash-in-Hand,0.0,18850.0000,Payment[Cash],12,group_12,head office cash
2022-08-03,CPV220800208,BD-0317,"Truck fare for carrying Maize, L/C# 249022021506/71679.",Carriage Inward-Import,Carriage Inword-Import,26840.0,0.0000,Payment[Cash],8,group_8,carriage inward-import
2022-08-03,CPV220800208,BD-0317,"Truck fare for carrying Maize, L/C# 249022021506/71679.",Bogra Plant Cash,Cash-in-Hand,0.0,26840.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-04,CPV220800208,C-0478,Paid to MR. Faruk Sr.Deriver QFL For Driver Lunch Bill 1 Person,Current Account with Basir Rahman,"Current Account with Directors\', '2500.0000",0.0,Payment[Cash],,11,group_11,current account with basir rahman
2022-08-04,CPV220800208,C-0478,Paid to MR. Faruk Sr.Deriver QFL For Driver Lunch Bill 1 Person,Head Office Cash,Cash-in-Hand,0.0,2500.0000,Payment[Cash],12,group_12,head office cash
2022-08-03,CPV220800209,BD-0318,"Truck fare for carrying Maize, L/C# 222822021397.",Carriage Inward-Import,Carriage Inword-Import,65400.0,0.0000,Payment[Cash],8,group_8,carriage inward-import
2022-08-03,CPV220800209,BD-0318,"Truck fare for carrying Maize, L/C# 222822021397.",Bogra Plant Cash,Cash-in-Hand,0.0,65400.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-04,CPV220800209,C-0477,Mr. Jonaed Ahmaed Jr. Sales Officer at Shambugonj Depot under Brahmaputra Zone,MKT Travelling Expenses,Marketing Expenses,1845.0,0.0000,Payment[Cash],30,group_30,mkt travelling expenses
2022-08-04,CPV220800209,C-0477,Mr. Jonaed Ahmaed Jr. Sales Officer at Shambugonj Depot under Brahmaputra Zone,MKT Dearness Allowance,Marketing Expenses,2600.0,0.0000,Payment[Cash],30,group_30,mkt dearness allowance
2022-08-04,CPV220800209,C-0477,Mr. Jonaed Ahmaed Jr. Sales Officer at Shambugonj Depot under Brahmaputra Zone,Head Office Cash,Cash-in-Hand,0.0,4445.0000,Payment[Cash],12,group_12,head office cash
2022-08-03,CPV220800210,BD-0319,"Truck fare for carrying Maize, L/C# 154422020359.",Carriage Inward-Import,Carriage Inword-Import,45120.0,0.0000,Payment[Cash],8,group_8,carriage inward-import
2022-08-03,CPV220800210,BD-0319,"Truck fare for carrying Maize, L/C# 154422020359.",Bogra Plant Cash,Cash-in-Hand,0.0,45120.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-04,CPV220800210,C-0482,"Paid to MR.Shohidul Islam as advance agt.PO-22080001,22070176-Safety Shoe,Apron Purchase Purpose.","Adv to Shohidul Islam-Procurement,HO",Advance to Employee of HO,7000.0,0.0000,Payment[Cash],16,group_16,adv to shohidul islam-procurement ho
2022-08-04,CPV220800210,C-0482,"Paid to MR.Shohidul Islam as advance agt.PO-22080001,22070176-Safety Shoe,Apron Purchase Purpose.","Adv to Shohidul Islam-Procurement,HO",Advance to Employee of HO,58300.0,0.0000,Payment[Cash],16,group_16,adv to shohidul islam-procurement ho
2022-08-04,CPV220800210,C-0482,"Paid to MR.Shohidul Islam as advance agt.PO-22080001,22070176-Safety Shoe,Apron Purchase Purpose.",Head Office Cash,Cash-in-Hand,0.0,65300.0000,Payment[Cash],12,group_12,head office cash
2022-08-03,CPV220800211,BD-0320,"Truck fare for carrying Maize, L/C# 141722020274.",Carriage Inward-Import,Carriage Inword-Import,76510.0,0.0000,Payment[Cash],8,group_8,carriage inward-import
2022-08-03,CPV220800211,BD-0320,"Truck fare for carrying Maize, L/C# 141722020274.",Bogra Plant Cash,Cash-in-Hand,0.0,76510.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-03,CPV220800212,BD-0321,"Truck fare for carrying Maize, L/C# 074922020217.",Carriage Inward-Import,Carriage Inword-Import,21990.0,0.0000,Payment[Cash],8,group_8,carriage inward-import
2022-08-03,CPV220800212,BD-0321,"Truck fare for carrying Maize, L/C# 074922020217.",Bogra Plant Cash,Cash-in-Hand,0.0,21990.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-03,CPV220800213,BD-0322,"Truck fare for carrying Maize, L/C# 074922020215.",Carriage Inward-Import,Carriage Inword-Import,24540.0,0.0000,Payment[Cash],8,group_8,carriage inward-import
2022-08-03,CPV220800213,BD-0322,"Truck fare for carrying Maize, L/C# 074922020215.",Bogra Plant Cash,Cash-in-Hand,0.0,24540.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-03,CPV220800214,BD-0323,"Truck fare for carrying Maize, L/C# 074922020211.",Carriage Inward-Import,Carriage Inword-Import,24250.0,0.0000,Payment[Cash],8,group_8,carriage inward-import
2022-08-03,CPV220800214,BD-0323,"Truck fare for carrying Maize, L/C# 074922020211.",Bogra Plant Cash,Cash-in-Hand,0.0,24250.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-03,CPV220800215,BD-0324,Labour bill payment for ( 377498kg) maize unload.,Fac Loading & Unloading Exp.,Factory Overhead (Direct),24530.0,0.0000,Payment[Cash],19,group_19,fac loading & unloading exp.
2022-08-03,CPV220800215,BD-0324,Labour bill payment for ( 377498kg) maize unload.,Bogra Plant Cash,Cash-in-Hand,0.0,24530.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-04,CPV220800216,BD-0325,Salary payment for the month of July\'22.,Salary & Allowances Payable,Liabilities for Expenses,189678.0,0.0000,Payment[Cash],31,group_31,salary & allowances payable
2022-08-04,CPV220800216,BD-0325,Salary payment for the month of July\'22.,Salary & Allowances Payable,Liabilities for Expenses,1740168.0,0.0000,Payment[Cash],31,group_31,salary & allowances payable
2022-08-04,CPV220800216,BD-0325,Salary payment for the month of July\'22.,CW Salary & Allowances Payable,Liabilities for Expenses,2079405.0,0.0000,Payment[Cash],31,group_31,cw salary & allowances payable
2022-08-04,CPV220800216,BD-0325,Salary payment for the month of July\'22.,Bogra Plant Cash,Cash-in-Hand,0.0,4009251.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-03,CPV220800216,ND-0272,"Truck fare for carriage Maize, L/C No# 249022021506. ( 426010071679 ).",Carriage Inward-Import,Carriage Inword-Import,24600.0,0.0000,Payment[Cash],8,group_8,carriage inward-import
2022-08-03,CPV220800216,ND-0272,"Truck fare for carriage Maize, L/C No# 249022021506. ( 426010071679 ).",Nandigram Plant Cash,Cash-in-Hand,0.0,24600.0000,Payment[Cash],4,group_4,nandigram plant cash
2022-08-04,CPV220800217,BD-0326,House rent payment for the month of July\'22.,Staff House Rent Payable,Liabilities for Expenses,106700.0,0.0000,Payment[Cash],32,group_32,staff house rent payable
2022-08-04,CPV220800217,BD-0326,House rent payment for the month of July\'22.,Bogra Plant Cash,Cash-in-Hand,0.0,106700.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-03,CPV220800217,ND-0273,"Truck fare for carriage Maize, L/C No# 074922020215.",Carriage Inward-Import,Carriage Inword-Import,92300.0,0.0000,Payment[Cash],8,group_8,carriage inward-import
2022-08-03,CPV220800217,ND-0273,"Truck fare for carriage Maize, L/C No# 074922020215.",Nandigram Plant Cash,Cash-in-Hand,0.0,92300.0000,Payment[Cash],4,group_4,nandigram plant cash
2022-08-04,CPV220800218,BD-0327,Out of Pocket payment for the month of July\'22.,Out of Pocket Payable,Liabilities for Expenses,200300.0,0.0000,Payment[Cash],33,group_33,out of pocket payable
2022-08-04,CPV220800218,BD-0327,Out of Pocket payment for the month of July\'22.,Bogra Plant Cash,Cash-in-Hand,0.0,200300.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-03,CPV220800218,ND-0274,"Truck fare for carriage Maize, L/C No# 154422020359.",Carriage Inward-Import,Carriage Inword-Import,49720.0,0.0000,Payment[Cash],8,group_8,carriage inward-import
2022-08-03,CPV220800218,ND-0274,"Truck fare for carriage Maize, L/C No# 154422020359.",Nandigram Plant Cash,Cash-in-Hand,0.0,49720.0000,Payment[Cash],4,group_4,nandigram plant cash
2022-08-04,CPV220800219,BD-0328,"Car Allowance payment to Md. Jasim Uddin, AD ( PIC) for the month of July\'22.",Fac Car Allowance,Fac Salary & Allowance,48000.0,0.0000,Payment[Cash],59,group_59,fac car allowance
2022-08-04,CPV220800219,BD-0328,"Car Allowance payment to Md. Jasim Uddin, AD ( PIC) for the month of July\'22.",Bogra Plant Cash,Cash-in-Hand,0.0,48000.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-03,CPV220800219,ND-0275,"Truck fare for carriage Maize, L/C No# 141722020274.",Carriage Inward-Import,Carriage Inword-Import,25940.0,0.0000,Payment[Cash],8,group_8,carriage inward-import
2022-08-03,CPV220800219,ND-0275,"Truck fare for carriage Maize, L/C No# 141722020274.",Nandigram Plant Cash,Cash-in-Hand,0.0,25940.0000,Payment[Cash],4,group_4,nandigram plant cash
2022-08-04,CPV220800220,BD-0329,"Utility & Medical bill payment to Md. Jasim Uddin, AD ( PIC) for the month of July\'22.",Fac Utilities Bill-AD(Jasim Uddin Biplop),Factory Overhead (Indirect),15000.0,0.0000,Payment[Cash],34,group_34,fac utilities bill-ad
2022-08-04,CPV220800220,BD-0329,"Utility & Medical bill payment to Md. Jasim Uddin, AD ( PIC) for the month of July\'22.",Bogra Plant Cash,Cash-in-Hand,0.0,15000.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-04,CPV220800220,ND-0276,"Paid to Mr. Shahadat Hossain for 85 decimal land purchase advance against voucher No# ND-1546, ND-1943, ND-0099, ND-0992, ND-1234 and ND-2106, Date: 19.01.2021, 14.03.2021, 18.07.2021, 10.11.2021, 13.12.2021 and 24.04.2022",Land & Land Development-NP,Land & Land Development-NP,3036000.0,0.0000,Payment[Cash],35,group_35,land & land development-np
2022-08-04,CPV220800220,ND-0276,"Paid to Mr. Shahadat Hossain for 85 decimal land purchase advance against voucher No# ND-1546, ND-1943, ND-0099, ND-0992, ND-1234 and ND-2106, Date: 19.01.2021, 14.03.2021, 18.07.2021, 10.11.2021, 13.12.2021 and 24.04.2022",Adv to Ataul Haque Mohan-BP,Advance to Employee of NP,0.0,200000.0000,Payment[Cash],20,group_20,adv to ataul haque mohan-bp
2022-08-04,CPV220800220,ND-0276,"Paid to Mr. Shahadat Hossain for 85 decimal land purchase advance against voucher No# ND-1546, ND-1943, ND-0099, ND-0992, ND-1234 and ND-2106, Date: 19.01.2021, 14.03.2021, 18.07.2021, 10.11.2021, 13.12.2021 and 24.04.2022",Adv to Ataul Haque Mohan-BP,Advance to Employee of NP,0.0,150000.0000,Payment[Cash],20,group_20,adv to ataul haque mohan-bp
2022-08-04,CPV220800220,ND-0276,"Paid to Mr. Shahadat Hossain for 85 decimal land purchase advance against voucher No# ND-1546, ND-1943, ND-0099, ND-0992, ND-1234 and ND-2106, Date: 19.01.2021, 14.03.2021, 18.07.2021, 10.11.2021, 13.12.2021 and 24.04.2022",Adv to Ataul Haque Mohan-BP,Advance to Employee of NP,0.0,250000.0000,Payment[Cash],20,group_20,adv to ataul haque mohan-bp
2022-08-04,CPV220800220,ND-0276,"Paid to Mr. Shahadat Hossain for 85 decimal land purchase advance against voucher No# ND-1546, ND-1943, ND-0099, ND-0992, ND-1234 and ND-2106, Date: 19.01.2021, 14.03.2021, 18.07.2021, 10.11.2021, 13.12.2021 and 24.04.2022",Adv to Ataul Haque Mohan-BP,Advance to Employee of NP,0.0,300000.0000,Payment[Cash],20,group_20,adv to ataul haque mohan-bp
2022-08-04,CPV220800220,ND-0276,"Paid to Mr. Shahadat Hossain for 85 decimal land purchase advance against voucher No# ND-1546, ND-1943, ND-0099, ND-0992, ND-1234 and ND-2106, Date: 19.01.2021, 14.03.2021, 18.07.2021, 10.11.2021, 13.12.2021 and 24.04.2022",Adv to Ataul Haque Mohan-BP,Advance to Employee of NP,0.0,1000000.0000,Payment[Cash],20,group_20,adv to ataul haque mohan-bp
2022-08-04,CPV220800220,ND-0276,"Paid to Mr. Shahadat Hossain for 85 decimal land purchase advance against voucher No# ND-1546, ND-1943, ND-0099, ND-0992, ND-1234 and ND-2106, Date: 19.01.2021, 14.03.2021, 18.07.2021, 10.11.2021, 13.12.2021 and 24.04.2022",Adv to Ataul Haque Mohan-BP,Advance to Employee of NP,0.0,300000.0000,Payment[Cash],20,group_20,adv to ataul haque mohan-bp
2022-08-04,CPV220800220,ND-0276,"Paid to Mr. Shahadat Hossain for 85 decimal land purchase advance against voucher No# ND-1546, ND-1943, ND-0099, ND-0992, ND-1234 and ND-2106, Date: 19.01.2021, 14.03.2021, 18.07.2021, 10.11.2021, 13.12.2021 and 24.04.2022",Nandigram Plant Cash,Cash-in-Hand,0.0,836000.0000,Payment[Cash],4,group_4,nandigram plant cash
2022-08-04,CPV220800221,BD-0330,Purchase of revenue stamp for cash payment of Salary & Wages July\'22.,"Fac Postage,Stamp & Courier",Factory Overhead (Indirect),4010.0,0.0000,Payment[Cash],36,group_36,fac postage stamp & courier
2022-08-04,CPV220800221,BD-0330,Purchase of revenue stamp for cash payment of Salary & Wages July\'22.,Bogra Plant Cash,Cash-in-Hand,0.0,4010.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-04,CPV220800221,ND-0277,"Paid to Mr. Rezaul Karim, Sr. Officer ( Admin ) for 85 decimal land purchase registration cost advance against voucher No# ND-1235, Date: 13.12.2021",Land & Land Development-NP,Land & Land Development-NP,274940.0,0.0000,Payment[Cash],35,group_35,land & land development-np
2022-08-04,CPV220800221,ND-0277,"Paid to Mr. Rezaul Karim, Sr. Officer ( Admin ) for 85 decimal land purchase registration cost advance against voucher No# ND-1235, Date: 13.12.2021",Adv to Ataul Haque Mohan-BP,Advance to Employee of NP,0.0,200000.0000,Payment[Cash],20,group_20,adv to ataul haque mohan-bp
2022-08-04,CPV220800221,ND-0277,"Paid to Mr. Rezaul Karim, Sr. Officer ( Admin ) for 85 decimal land purchase registration cost advance against voucher No# ND-1235, Date: 13.12.2021",Nandigram Plant Cash,Cash-in-Hand,0.0,74940.0000,Payment[Cash],4,group_4,nandigram plant cash
2022-08-04,CPV220800222,BD-0331,"Labour bill payment for New internal road, 8th plant silo, New RM Godown & 5/6th plant machinery paint, scub room repair & Boring soil test purpose.",CWIP Civil Work of 7 RM Silo:VC/2022/014,CWIP Seven RM Silo in SP:VC/2022/014,4900.0,0.0000,Payment[Cash],2,group_2,cwip civil work of rm silo vc/ /
2022-08-04,CPV220800222,BD-0331,"Labour bill payment for New internal road, 8th plant silo, New RM Godown & 5/6th plant machinery paint, scub room repair & Boring soil test purpose.",CWIP New Internal Road (Without Asphalt):DO/2022/002,BMRE of Shahjahanpur Factory:DO/2022/002,3200.0,0.0000,Payment[Cash],1,group_1,cwip new internal road do/ /
2022-08-04,CPV220800222,BD-0331,"Labour bill payment for New internal road, 8th plant silo, New RM Godown & 5/6th plant machinery paint, scub room repair & Boring soil test purpose.",Repairs & Maint-RM Godown & Sheds,Fac Repairs Maintenance,600.0,0.0000,Payment[Cash],27,group_27,repairs & maint-rm godown & sheds
2022-08-04,CPV220800222,BD-0331,"Labour bill payment for New internal road, 8th plant silo, New RM Godown & 5/6th plant machinery paint, scub room repair & Boring soil test purpose.",Repairs & Maint-Fac P&M,Fac Repairs Maintenance,1500.0,0.0000,Payment[Cash],3,group_3,repairs & maint-fac p&m
2022-08-04,CPV220800222,BD-0331,"Labour bill payment for New internal road, 8th plant silo, New RM Godown & 5/6th plant machinery paint, scub room repair & Boring soil test purpose.",Repairs & Maint-Others,Fac Repairs Maintenance,3500.0,0.0000,Payment[Cash],3,group_3,repairs & maint-others
2022-08-04,CPV220800222,BD-0331,"Labour bill payment for New internal road, 8th plant silo, New RM Godown & 5/6th plant machinery paint, scub room repair & Boring soil test purpose.",Bogra Plant Cash,Cash-in-Hand,0.0,13700.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-04,CPV220800222,ND-0278,"Salary paid to officer-Staff Tk. 290421/=, Permanet worker Tk. 1088445/= and Casul worker Tk. 2365620/= for the month of July\' 2022.",Salary & Allowances Payable,Liabilities for Expenses,1378866.0,0.0000,Payment[Cash],31,group_31,salary & allowances payable
2022-08-04,CPV220800222,ND-0278,"Salary paid to officer-Staff Tk. 290421/=, Permanet worker Tk. 1088445/= and Casul worker Tk. 2365620/= for the month of July\' 2022.",CW Salary & Allowances Payable,Liabilities for Expenses,2365620.0,0.0000,Payment[Cash],31,group_31,cw salary & allowances payable
2022-08-04,CPV220800222,ND-0278,"Salary paid to officer-Staff Tk. 290421/=, Permanet worker Tk. 1088445/= and Casul worker Tk. 2365620/= for the month of July\' 2022.",Nandigram Plant Cash,Cash-in-Hand,0.0,3744486.0000,Payment[Cash],4,group_4,nandigram plant cash
2022-08-04,CPV220800223,BD-0332,For Office Canteen purpose.,Fac Canteen Expenses,Fac Canteen Expenses,2600.0,0.0000,Payment[Cash],5,group_5,fac canteen expenses
2022-08-04,CPV220800223,BD-0332,For Office Canteen purpose.,Bogra Plant Cash,Cash-in-Hand,0.0,2600.0000,Payment[Cash],4,group_4,bogra plant cash
2022-08-04,CPV220800223,ND-0279,Out of pocket paid for the month of july\' 2022.,Out of Pocket Payable,Liabilities for Expenses,199500.0,0.0000,Payment[Cash],33,group_33,out of pocket payable
2022-08-04,CPV220800223,ND-0279,Out of pocket paid for the month of july\' 2022.,Nandigram Plant Cash,Cash-in-Hand,0.0,199500.0000,Payment[Cash],4,group_4,nandigram plant cash
